Name,ID,URL,Date,Time,Venue,City,Country,Latitude,Longitude,Genre,SubGenre,PriceRange,Currency
Disney On Ice presents Into the Magic,vvG17ZbuJG7vEB,https://www.ticketmaster.com/disney-on-ice-presents-into-the-portland-maine-12-20-2024/event/010060D98C1019FA,2024-12-20,19:00:00,Cross Insurance Arena ,Portland,United States Of America,43.6555,-70.2591,Ice Shows,Ice Shows,15.0,USD
Disney On Ice presents Into the Magic,17GZvOG62-WSOmW,https://www.ticketmaster.com/disney-on-ice-presents-into-the-allentown-pennsylvania-12-12-2024/event/300060F87DCE0BBD,2024-12-12,19:00:00,PPL Center,Allentown,United States Of America,40.60220987,-75.47167003,Ice Shows,Ice Shows,15.0,USD
Brooklyn Nets v. Los Angeles Lakers,1AdZZb8GkUEv-ss,https://www.ticketmaster.com/brooklyn-nets-v-los-angeles-lakers-brooklyn-new-york-03-10-2025/event/3000610DA7061C71,2025-03-10,19:30:00,Barclays Center,Brooklyn,United States Of America,40.68285,-73.97519,Basketball,NBA,185.0,USD
Boston Bruins vs. Colorado Avalanche,vvG17ZbuEfS6GJ,https://www.ticketmaster.com/boston-bruins-vs-colorado-avalanche-boston-massachusetts-01-25-2025/event/010060D9D4CC7326,2025-01-25,13:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,191.0,USD
Disney On Ice presents Into the Magic,vvG17Zbuno2Kz4,https://www.ticketmaster.com/disney-on-ice-presents-into-the-portland-maine-12-22-2024/event/010060DA913D3E15,2024-12-22,16:00:00,Cross Insurance Arena ,Portland,United States Of America,43.6555,-70.2591,Ice Shows,Ice Shows,30.0,USD
Disney On Ice presents Into the Magic,17GZvOG62-TeZYx,https://www.ticketmaster.com/disney-on-ice-presents-into-the-allentown-pennsylvania-12-15-2024/event/300060F87F080C22,2024-12-15,15:00:00,PPL Center,Allentown,United States Of America,40.60220987,-75.47167003,Ice Shows,Ice Shows,15.0,USD
Hamilton,vv1AOv-ZtGACQFBy,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-04-2024/event/020061029E688EB9,2024-12-04,19:30:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Hamilton,vv1AOv-ZtGAC7bBZ,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-08-2024/event/020061029E118E80,2024-12-08,13:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Chicago Blackhawks vs. Seattle Kraken,vvG18ZbCCr-s04,https://www.ticketmaster.com/chicago-blackhawks-vs-seattle-kraken-chicago-illinois-12-19-2024/event/040060E39E871915,2024-12-19,19:30:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,35.0,USD
Disney On Ice presents Into the Magic,k7vGFbCTlh4ev,https://www.ticketmaster.com/disney-on-ice-presents-into-the-syracuse-new-york-12-28-2024/event/000060EFEB6D5081,2024-12-28,15:00:00,Upstate Medical University Arena at The Oncenter War Memorial,Syracuse,United States Of America,43.04488614,-76.14804737,Ice Shows,Ice Shows,20.0,USD
Disney On Ice presents Into the Magic,vv1AkZk70GkdiKbzu,https://www.ticketmaster.com/disney-on-ice-presents-into-the-saint-louis-missouri-02-01-2025/event/06006124EC4D8E0D,2025-02-01,10:00:00,Enterprise Center,Saint Louis,United States Of America,38.626432,-90.202617,Ice Shows,Ice Shows,25.0,USD
Los Angeles Lakers vs. Brooklyn Nets,G5eYZb8B7TZPJ,https://www.ticketmaster.com/los-angeles-lakers-vs-brooklyn-nets-los-angeles-california-01-17-2025/event/2C00610E84FC0966,2025-01-17,19:30:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,62.0,USD
Seattle Kraken vs. Pittsburgh Penguins,vvG1HZbGnNyPb_,https://www.ticketmaster.com/seattle-kraken-vs-pittsburgh-penguins-seattle-washington-01-25-2025/event/0F0060CAA3E65619,2025-01-25,13:00:00,Climate Pledge Arena,Seattle,United States Of America,47.6221261,-122.35401604,Hockey,NHL,42.0,USD
Orlando Magic V Philadelphia 76ers,1AeFZb8GkDOQvys,https://www.ticketmaster.com/orlando-magic-v-philadelphia-76ers-orlando-florida-01-12-2025/event/2200610EE0681E71,2025-01-12,18:00:00,Kia Center,Orlando,United States Of America,28.539293,-81.383957,Basketball,NBA,40.0,USD
Disney On Ice presents Into the Magic,k7vGFbCTlQAvy,https://www.ticketmaster.com/disney-on-ice-presents-into-the-syracuse-new-york-12-28-2024/event/000060EFEB685079,2024-12-28,11:00:00,Upstate Medical University Arena at The Oncenter War Memorial,Syracuse,United States Of America,43.04488614,-76.14804737,Ice Shows,Ice Shows,20.0,USD
Boston Bruins vs. San Jose Sharks,vvG17ZbuEfYEGr,https://www.ticketmaster.com/boston-bruins-vs-san-jose-sharks-boston-massachusetts-01-20-2025/event/010060D9D4C2731E,2025-01-20,13:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,130.0,USD
Hamilton (Touring),G5eVZb65_2U1j,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-01-03-2025/event/2D006072D93F629C,2025-01-03,14:00:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Boston Bruins vs. Edmonton Oilers,vvG17ZbuEfm6G4,https://www.ticketmaster.com/boston-bruins-vs-edmonton-oilers-boston-massachusetts-01-07-2025/event/010060D9D4B87315,2025-01-07,19:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,130.0,USD
Hamilton (Touring),G5eVZb65_oJ1M,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-01-05-2025/event/2D006072D94662B7,2025-01-05,13:00:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Hamilton,vv1AOv-ZtGACMFDT,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-06-2024/event/020061029EDC8EFF,2024-12-06,20:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Disney On Ice presents Into the Magic,vv1AkZk70Gkdi4Fzs,https://www.ticketmaster.com/disney-on-ice-presents-into-the-saint-louis-missouri-02-01-2025/event/06006124EC548E31,2025-02-01,14:00:00,Enterprise Center,Saint Louis,United States Of America,38.626432,-90.202617,Ice Shows,Ice Shows,25.0,USD
Disney On Ice presents Into the Magic,G5eVZbuxf4xAX,https://www.ticketmaster.com/disney-on-ice-presents-into-the-florence-south-carolina-11-29-2024/event/2D0060D89456217E,2024-11-29,13:00:00,Florence Center,Florence,United States Of America,34.185189,-79.837325,Ice Shows,Ice Shows,15.0,USD
Pittsburgh Penguins vs. Ottawa Senators,17AOvOG6ul_MAse,https://www.ticketmaster.com/pittsburgh-penguins-vs-ottawa-senators-pittsburgh-pennsylvania-01-11-2025/event/160060DAD9DC5C42,2025-01-11,16:00:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,70.0,USD
Hamilton,vv1AOv-ZtGAC9zBY,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-03-2024/event/020061029E5F8EB0,2024-12-03,19:30:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Hamilton,vv1AOv-ZtGACzbH7,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-07-2024/event/020061029EE18F04,2024-12-07,20:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Disney On Ice presents Into the Magic,k7vGFb2UwMgEC,https://www.ticketmaster.com/disney-on-ice-presents-into-the-albany-new-york-12-05-2024/event/000060FDB2DF59CE,2024-12-05,19:00:00,MVP Arena,Albany,United States Of America,42.64834,-73.753957,Ice Shows,Ice Shows,15.0,USD
Carolina Hurricanes vs. Anaheim Ducks,G5eVZb2rB0F6Q,https://www.ticketmaster.com/carolina-hurricanes-vs-anaheim-ducks-raleigh-north-carolina-01-12-2025/event/2D0060F7BA9081DA,2025-01-12,17:00:00,Lenovo Center,Raleigh,United States Of America,35.803242,-78.722936,Hockey,NHL,70.0,USD
Los Angeles Lakers vs. Washington Wizards,G5eYZb8B7TOPI,https://www.ticketmaster.com/los-angeles-lakers-vs-washington-wizards-los-angeles-california-01-21-2025/event/2C00610E84FE0968,2025-01-21,19:30:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,50.0,USD
Chicago Blackhawks vs. Edmonton Oilers,vvG18ZbCCqUs_y,https://www.ticketmaster.com/chicago-blackhawks-vs-edmonton-oilers-chicago-illinois-01-11-2025/event/040060E39DDB1679,2025-01-11,18:00:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,50.0,USD
Hamilton (Touring),G5eVZb65_9k5T,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-12-31-2024/event/2D006072D95C62FF,2024-12-31,13:30:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Hamilton,vv1AOv-ZtGACSzDY,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-11-30-2024/event/020061029ECF8EF0,2024-11-30,20:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
New York Yankees vs. San Francisco Giants,G5vVZbownH7SG,https://www.ticketmaster.com/new-york-yankees-vs-san-francisco-bronx-new-york-04-13-2025/event/1D00611CAAF04CCC,2025-04-13,,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,15.0,USD
Memphis Grizzlies vs. Los Angeles Lakers,G5viZb8wMueCo,https://www.ticketmaster.com/memphis-grizzlies-vs-los-angeles-lakers-memphis-tennessee-03-29-2025/event/1B00610CB7342391,2025-03-29,19:00:00,FedExForum,Memphis,United States Of America,35.1394709,-90.0514933,Basketball,NBA,100.0,USD
Coachella Weekend 1 3 Day Pass,Z7r9jZ1A7aMAO,https://www.ticketmaster.com/event/Z7r9jZ1A7aMAO,2025-04-11,,Empire Polo Field,Indio,United States Of America,33.726898,-116.236099,Fairs & Festivals,,,
Orlando Magic v New York Knicks,1AeFZb8GkDO4szN,https://www.ticketmaster.com/orlando-magic-v-new-york-knicks-orlando-florida-12-27-2024/event/2200610EE0571E23,2024-12-27,19:00:00,Kia Center,Orlando,United States Of America,28.539293,-81.383957,Basketball,NBA,101.5,USD
Washington Wizards vs. Charlotte Hornets,1AvfZb8GkDlxgZQ,https://www.ticketmaster.com/washington-wizards-vs-charlotte-hornets-washington-district-of-columbia-12-26-2024/event/1500610EEB8B501A,2024-12-26,19:00:00,Capital One Arena,Washington,United States Of America,38.897412,-77.020029,Basketball,NBA,30.0,USD
Disney On Ice presents Into the Magic,G5vVZb2MuhNsC,https://www.ticketmaster.com/disney-on-ice-presents-into-the-hartford-connecticut-01-05-2025/event/1D0060FDCD6E3C4E,2025-01-05,12:00:00,XL CENTER,Hartford,United States Of America,41.768353,-72.676384,Ice Shows,Ice Shows,20.0,USD
Hamilton,vv1AOv-ZtGAChIBW,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-05-2024/event/020061029E6E8EBD,2024-12-05,19:30:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Hamilton (Touring),G5eVZb65_8J1R,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-01-04-2025/event/2D006072D94262AF,2025-01-04,20:00:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Tampa Bay Lightning vs. Detroit Red Wings,vvG1VZb8knMdAk,https://www.ticketmaster.com/tampa-bay-lightning-vs-detroit-red-tampa-florida-01-18-2025/event/0D006101AADC3146,2025-01-18,19:00:00,Amalie Arena,Tampa,United States Of America,27.942743,-82.451772,Hockey,NHL,73.25,USD
Los Angeles Lakers vs. Miami Heat,G5eYZb8B7X8PO,https://www.ticketmaster.com/los-angeles-lakers-vs-miami-heat-los-angeles-california-01-15-2025/event/2C00610E84F90960,2025-01-15,19:00:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,77.0,USD
Hamilton (Touring),vvG1HZbKEr_4jv,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-09-2025/event/0F006139DE655701,2025-02-09,13:00:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,109.0,USD
Los Angeles Lakers vs. Indiana Pacers,G5eYZb8BAvYPw,https://www.ticketmaster.com/los-angeles-lakers-vs-indiana-pacers-los-angeles-california-02-08-2025/event/2C00610E85070972,2025-02-08,13:00:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,77.0,USD
Chicago Blackhawks vs. Montreal Canadiens,vvG18ZbCCqws9J,https://www.ticketmaster.com/chicago-blackhawks-vs-montreal-canadiens-chicago-illinois-01-03-2025/event/040060E39DCB15E6,2025-01-03,19:00:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,40.0,USD
Hamilton (Touring),vvG1HZbKEr9ghz,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-08-2025/event/0F006139DE5F56F8,2025-02-08,14:00:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,109.0,USD
Hamilton,vv1AOv-ZtGACpbBl,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-11-27-2024/event/020061029E598EAB,2024-11-27,19:30:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Anaheim Ducks vs. Edmonton Oilers,vvG10ZbunYdV1i,https://www.ticketmaster.com/anaheim-ducks-vs-edmonton-oilers-anaheim-california-12-29-2024/event/090060DAB00F42AC,2024-12-29,13:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,65.0,USD
Philadelphia 76ers vs. Golden State Warriors,1AdZZb8GkDb5VIW,https://www.ticketmaster.com/philadelphia-76ers-vs-golden-state-warriors-philadelphia-pennsylvania-03-01-2025/event/3000610ED82F4A3D,2025-03-01,20:30:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,120.0,USD
Disney On Ice presents Into the Magic,vvG17ZbuJ84swE,https://www.ticketmaster.com/disney-on-ice-presents-into-the-portland-maine-12-21-2024/event/010060D990571CA7,2024-12-21,18:30:00,Cross Insurance Arena ,Portland,United States Of America,43.6555,-70.2591,Ice Shows,Ice Shows,15.0,USD
Hamilton (Touring),vvG1HZbKErbPhB,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-08-2025/event/0F006139DE6256FA,2025-02-08,20:00:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,99.0,USD
Pittsburgh Penguins vs. Florida Panthers,17AOvOG6ul_sgRG,https://www.ticketmaster.com/pittsburgh-penguins-vs-florida-panthers-pittsburgh-pennsylvania-12-03-2024/event/160060DAD9C75BCC,2024-12-03,19:00:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,40.0,USD
Anaheim Ducks vs. Ottawa Senators,vvG10ZbunWW7RI,https://www.ticketmaster.com/anaheim-ducks-vs-ottawa-senators-anaheim-california-12-01-2024/event/090060DABDF44BE8,2024-12-01,17:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,24.0,USD
Anaheim Ducks vs. Philadelphia Flyers,vvG10ZbunSC7of,https://www.ticketmaster.com/anaheim-ducks-vs-philadelphia-flyers-anaheim-california-12-28-2024/event/090060DAB3384454,2024-12-28,13:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,58.0,USD
Boston Celtics vs. Miami Heat,vvG17ZbCR0991j,https://www.ticketmaster.com/boston-celtics-vs-miami-heat-boston-massachusetts-12-02-2024/event/010060EBE45D729C,2024-12-02,19:30:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Basketball,NBA,88.5,USD
Disney On Ice presents Into the Magic,k7vGFbfKamzuh,https://www.ticketmaster.com/disney-on-ice-presents-into-the-buffalo-new-york-01-25-2025/event/00006144C9BB835B,2025-01-25,15:00:00,KeyBank Center,Buffalo,United States Of America,42.874941,-78.8762239,Ice Shows,Ice Shows,23.0,USD
Los Angeles Lakers vs. Golden State Warriors,G5eYZb8BAGYJY,https://www.ticketmaster.com/los-angeles-lakers-vs-golden-state-los-angeles-california-04-03-2025/event/2C00610E853309B0,2025-04-03,19:00:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,175.0,USD
Tampa Bay Lightning vs. Boston Bruins,vvG1VZb8kntNdg,https://www.ticketmaster.com/tampa-bay-lightning-vs-boston-bruins-tampa-florida-01-09-2025/event/0D006101AAA630F5,2025-01-09,19:00:00,Amalie Arena,Tampa,United States Of America,27.942743,-82.451772,Hockey,NHL,89.25,USD
Hamilton,vv1AOv-ZtGACwbDm,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-11-29-2024/event/020061029EC98EEE,2024-11-29,20:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Hamilton (Touring),G5eVZb65_CJ16,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-01-02-2025/event/2D006072D93A6287,2025-01-02,19:30:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Disney On Ice presents Into the Magic,vv1AFZk7zGkdRV0WU,https://www.ticketmaster.com/disney-on-ice-presents-into-the-grand-rapids-michigan-02-09-2025/event/08006138EFD24F76,2025-02-09,10:30:00,Van Andel Arena,Grand Rapids,United States Of America,42.962098,-85.67158,Ice Shows,Ice Shows,20.0,USD
Hamilton (Touring),G5viZbf2gzIvQ,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-03-01-2025/event/1B006143F5E2805A,2025-03-01,14:00:00,The Orpheum Theatre Memphis,Memphis,United States Of America,35.1401075,-90.0550287,Theatre,Musical,79.0,USD
Pittsburgh Penguins vs. Boston Bruins,17AOvOG6ul_rg0d,https://www.ticketmaster.com/pittsburgh-penguins-vs-boston-bruins-pittsburgh-pennsylvania-03-01-2025/event/160060DAD97B5903,2025-03-01,15:00:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,86.0,USD
Washington Wizards vs. Charlotte Hornets,1AvfZb8GkDl-gZb,https://www.ticketmaster.com/washington-wizards-vs-charlotte-hornets-washington-district-of-columbia-12-19-2024/event/1500610EEB875018,2024-12-19,19:00:00,Capital One Arena,Washington,United States Of America,38.897412,-77.020029,Basketball,NBA,19.0,USD
Carolina Hurricanes vs. Pittsburgh Penguins,G5eVZb2rB-bkn,https://www.ticketmaster.com/carolina-hurricanes-vs-pittsburgh-penguins-raleigh-north-carolina-01-05-2025/event/2D0060F7BA8581AA,2025-01-05,18:00:00,Lenovo Center,Raleigh,United States Of America,35.803242,-78.722936,Hockey,NHL,55.0,USD
Milwaukee Bucks vs. Washington Wizards,vv166Zk7AA6ZAC77ua,https://www.ticketmaster.com/milwaukee-bucks-vs-washington-wizards-milwaukee-wisconsin-12-21-2024/event/07006105147D33C8,2024-12-21,19:00:00,Fiserv Forum,Milwaukee,United States Of America,43.04228,-87.916896,Basketball,NBA,21.0,USD
Disney On Ice presents Into the Magic,G5eVZbuxfpwkA,https://www.ticketmaster.com/disney-on-ice-presents-into-the-florence-south-carolina-11-29-2024/event/2D0060D8945B2185,2024-11-29,17:00:00,Florence Center,Florence,United States Of America,34.185189,-79.837325,Ice Shows,Ice Shows,15.0,USD
Hamilton (Touring),vvG1HZbKErpPhV,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-06-2025/event/0F006139DE5A56F4,2025-02-06,19:30:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,49.0,USD
Disney On Ice presents Into the Magic,k7vGFbCTlq4eM,https://www.ticketmaster.com/disney-on-ice-presents-into-the-syracuse-new-york-12-29-2024/event/000060EFEB7550B7,2024-12-29,12:00:00,Upstate Medical University Arena at The Oncenter War Memorial,Syracuse,United States Of America,43.04488614,-76.14804737,Ice Shows,Ice Shows,20.0,USD
Memphis Grizzlies vs. Toronto Raptors,G5viZb8wyje-9,https://www.ticketmaster.com/memphis-grizzlies-vs-toronto-raptors-memphis-tennessee-12-26-2024/event/1B00610CB9702857,2024-12-26,19:00:00,FedExForum,Memphis,United States Of America,35.1394709,-90.0514933,Basketball,NBA,35.0,USD
Tucson Roadrunners vs. Coachella Valley Firebirds,17k8vOG62nskd47,https://www.ticketmaster.com/tucson-roadrunners-vs-coachella-valley-firebirds-tucson-arizona-11-27-2024/event/190060FAB1183544,2024-11-27,18:30:00,Tucson Arena,Tucson,United States Of America,32.21759,-110.974958,Hockey,AHL,25.0,USD
Columbus Blue Jackets Vs. Anaheim Ducks,vvG1fZbuS1rEmS,https://www.ticketmaster.com/columbus-blue-jackets-vs-anaheim-ducks-columbus-ohio-12-14-2024/event/050060DCCA7A7BB3,2024-12-14,19:00:00,Nationwide Arena,Columbus,United States Of America,39.96939661,-83.00636203,Hockey,NHL,42.0,USD
Hamilton (Touring),G5eVZb65_2k1C,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-01-03-2025/event/2D006072D93C628E,2025-01-03,20:00:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Detroit Red Wings vs. Seattle Kraken,vvG1OZbC1JKwxu,https://www.ticketmaster.com/detroit-red-wings-vs-seattle-kraken-detroit-michigan-01-12-2025/event/080060E2A64F288D,2025-01-12,15:00:00,Little Caesars Arena,Detroit,United States Of America,42.341089,-83.055434,Hockey,NHL,60.0,USD
Boston Bruins vs. Ottawa Senators,vvG17ZbuEfsEGO,https://www.ticketmaster.com/boston-bruins-vs-ottawa-senators-boston-massachusetts-01-23-2025/event/010060D9D4C67320,2025-01-23,19:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,105.0,USD
Disney On Ice presents Into the Magic,17GZvOG62-WgZRZ,https://www.ticketmaster.com/disney-on-ice-presents-into-the-allentown-pennsylvania-12-13-2024/event/300060F87DD40BC0,2024-12-13,19:00:00,PPL Center,Allentown,United States Of America,40.60220987,-75.47167003,Ice Shows,Ice Shows,15.0,USD
Hamilton (Touring),vvG1HZbKEr4Ahm,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-04-2025/event/0F006139DE5456EE,2025-02-04,19:30:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,49.0,USD
Disney On Ice presents Into the Magic,vvG17ZbuJ2Bswb,https://www.ticketmaster.com/disney-on-ice-presents-into-the-portland-maine-12-19-2024/event/010060D98FEB1C98,2024-12-19,19:00:00,Cross Insurance Arena ,Portland,United States Of America,43.6555,-70.2591,Ice Shows,Ice Shows,15.0,USD
Los Angeles Lakers vs. Minnesota Timberwolves,G5eYZb8BA78Jv,https://www.ticketmaster.com/los-angeles-lakers-vs-minnesota-timberwolves-los-angeles-california-02-27-2025/event/2C00610E85110981,2025-02-27,19:30:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,77.0,USD
Boston Bruins vs. Tampa Bay Lightning,vvG17ZbuEfR9GQ,https://www.ticketmaster.com/boston-bruins-vs-tampa-bay-lightning-boston-massachusetts-01-14-2025/event/010060D9D4BD731A,2025-01-14,19:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,100.0,USD
Nashville Predators vs. Pittsburgh Penguins,G5viZboCha-iW,https://www.ticketmaster.com/nashville-predators-vs-pittsburgh-penguins-nashville-tennessee-12-19-2024/event/1B0061139B261B3D,2024-12-19,19:00:00,Bridgestone Arena,Nashville,United States Of America,36.159949,-86.77857,Hockey,NHL,60.0,USD
Disney On Ice presents Into the Magic,k7vGFbfKacIub,https://www.ticketmaster.com/disney-on-ice-presents-into-the-buffalo-new-york-01-25-2025/event/00006144C9B68358,2025-01-25,11:00:00,KeyBank Center,Buffalo,United States Of America,42.874941,-78.8762239,Ice Shows,Ice Shows,23.0,USD
Hamilton,vv1AOv-ZtGACgbDU,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-12-01-2024/event/020061029ED58EF6,2024-12-01,19:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
Disney On Ice presents Into the Magic,vv1A6Zk7YGkd_vd9H,https://www.ticketmaster.com/disney-on-ice-presents-into-the-milwaukee-wisconsin-02-16-2025/event/07006130D90435FC,2025-02-16,10:00:00,Fiserv Forum,Milwaukee,United States Of America,43.04228,-87.916896,Ice Shows,Ice Shows,20.0,USD
Boston Bruins vs. Vegas Golden Knights,vvG17ZbuEfz6up,https://www.ticketmaster.com/boston-bruins-vs-vegas-golden-knights-boston-massachusetts-02-08-2025/event/010060D9D4E07356,2025-02-08,15:30:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,210.0,USD
V-U2 An Immersive Concert Film at Sphere Las Vegas,1AvjZbKGkSEJALP,https://www.ticketmaster.com/vu2-an-immersive-concert-film-at-las-vegas-nevada-12-24-2024/event/1700613CE79857E5,2024-12-24,19:00:00,Sphere,Las Vegas,United States Of America,36.1207267,-115.1642896,Spectacular,Spectacular,79.0,USD
Columbus Blue Jackets Vs. Detroit Red Wings,vvG1fZbuS1bEm-,https://www.ticketmaster.com/columbus-blue-jackets-vs-detroit-red-columbus-ohio-01-02-2025/event/050060DCCA627BA1,2025-01-02,19:00:00,Nationwide Arena,Columbus,United States Of America,39.96939661,-83.00636203,Hockey,NHL,42.0,USD
New York Yankees vs. Milwaukee Brewers,G5vVZbownUfwY,https://www.ticketmaster.com/new-york-yankees-vs-milwaukee-brewers-bronx-new-york-03-29-2025/event/1D00611CAAD94CB0,2025-03-29,,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,30.0,USD
Disney On Ice presents Into the Magic,k7vGFbfKaibuC,https://www.ticketmaster.com/disney-on-ice-presents-into-the-buffalo-new-york-01-24-2025/event/00006144C9B1834E,2025-01-24,19:00:00,KeyBank Center,Buffalo,United States Of America,42.874941,-78.8762239,Ice Shows,Ice Shows,20.0,USD
Los Angeles Lakers vs. Phoenix Suns,G5eYZb8BAF8JQ,https://www.ticketmaster.com/los-angeles-lakers-vs-phoenix-suns-los-angeles-california-03-16-2025/event/2C00610E8521099A,2025-03-16,12:30:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,96.0,USD
Disney On Ice presents Into the Magic,vv1A6Zk7YGkd_eSbd,https://www.ticketmaster.com/disney-on-ice-presents-into-the-milwaukee-wisconsin-02-16-2025/event/07006130D90B3603,2025-02-16,14:00:00,Fiserv Forum,Milwaukee,United States Of America,43.04228,-87.916896,Ice Shows,Ice Shows,20.0,USD
Hamilton,vv1AOv-ZtGAuWIyI,https://www.ticketmaster.com/hamilton-hershey-pennsylvania-11-30-2024/event/020061029DF68E68,2024-11-30,14:00:00,Hershey Theatre,Hershey,United States Of America,40.28510461,-76.64877823,Theatre,Musical,99.0,USD
