Name,ID,URL,Date,Time,Venue,City,Country,Latitude,Longitude,Genre,SubGenre,PriceRange,Currency
Hamilton (Touring),G5viZbf2gfETe,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-19-2025/event/1B006143F5527FC2,2025-02-19,19:30:00,The Orpheum Theatre Memphis,Memphis,United States Of America,35.1401075,-90.0550287,Theatre,Musical,49.0,USD
Hamilton (Touring),G5eVZb65_pk5w,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-12-30-2024/event/2D006072D95862F2,2024-12-30,19:30:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,90.0,USD
Orlando Magic v Toronto Raptors,1AeFZb8GkDOxsHC,https://www.ticketmaster.com/orlando-magic-v-toronto-raptors-orlando-florida-03-02-2025/event/2200610EE08B1F0E,2025-03-02,18:00:00,Kia Center,Orlando,United States Of America,28.539293,-81.383957,Basketball,NBA,27.0,USD
Philadelphia 76ers vs. Miami Heat,1AdZZb8GkDbe7Ic,https://www.ticketmaster.com/philadelphia-76ers-vs-miami-heat-philadelphia-pennsylvania-02-05-2025/event/3000610ED8084A2D,2025-02-05,19:30:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,34.0,USD
Disney On Ice presents Into the Magic,k7vGFbfKalFuF,https://www.ticketmaster.com/disney-on-ice-presents-into-the-buffalo-new-york-01-23-2025/event/00006144C9AC8348,2025-01-23,19:00:00,KeyBank Center,Buffalo,United States Of America,42.874941,-78.8762239,Ice Shows,Ice Shows,20.0,USD
Philadelphia 76ers vs. Washington Wizards,1AdZZb8GkDbfVt5,https://www.ticketmaster.com/philadelphia-76ers-vs-washington-wizards-philadelphia-pennsylvania-03-26-2025/event/3000610ED8534A4B,2025-03-26,19:00:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,26.0,USD
Boston Bruins vs. Florida Panthers,vvG17ZbuEfWMCO,https://www.ticketmaster.com/boston-bruins-vs-florida-panthers-boston-massachusetts-03-11-2025/event/010060D9D4F773A0,2025-03-11,19:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,131.0,USD
Hamilton (Touring),vvG1HZbKErEAqs,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-28-2025/event/0F006139DE9C5771,2025-02-28,20:00:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,59.0,USD
Milwaukee Bucks vs. Philadelphia 76ers,vv1kjZb8ffG7RS89,https://www.ticketmaster.com/milwaukee-bucks-vs-philadelphia-76ers-milwaukee-wisconsin-01-19-2025/event/0700610514BF3417,2025-01-19,18:00:00,Fiserv Forum,Milwaukee,United States Of America,43.04228,-87.916896,Basketball,NBA,37.0,USD
New Jersey Devils vs. Pittsburgh Penguins,vvG1FZbC1bHNAj,https://www.ticketmaster.com/new-jersey-devils-vs-pittsburgh-penguins-newark-new-jersey-04-11-2025/event/020060E298F2315C,2025-04-11,19:00:00,Prudential Center,Newark,United States Of America,40.73340555,-74.17121214,Hockey,NHL,58.0,USD
Anaheim Ducks vs. Montreal Canadiens,vvG10ZbunBBVPX,https://www.ticketmaster.com/anaheim-ducks-vs-montreal-canadiens-anaheim-california-02-02-2025/event/090060DABAEB497E,2025-02-02,13:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,52.0,USD
Hamilton (Touring),G5dIZb4UMseUN,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-12-2025/event/3A00615DB7C42DA3,2025-03-12,19:30:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,49.0,USD
Hamilton (Touring),G5eVZb65_pJ5H,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-12-31-2024/event/2D006072D95A62FC,2024-12-31,19:30:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,79.0,USD
Seattle Kraken vs. Detroit Red Wings,vvG1HZbGnNX4_5,https://www.ticketmaster.com/seattle-kraken-vs-detroit-red-wings-seattle-washington-02-04-2025/event/0F0060CAA3F9564B,2025-02-04,19:00:00,Climate Pledge Arena,Seattle,United States Of America,47.6221261,-122.35401604,Hockey,NHL,42.0,USD
Hamilton (Touring),G5viZbf2U7Ivz,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-03-02-2025/event/1B006143F6128078,2025-03-02,18:30:00,The Orpheum Theatre Memphis,Memphis,United States Of America,35.1401075,-90.0550287,Theatre,Musical,49.0,USD
Orlando Magic v Washington Wizards,1AeFZb8GkDOLsD8,https://www.ticketmaster.com/orlando-magic-v-washington-wizards-orlando-florida-02-23-2025/event/2200610EE07F1ED0,2025-02-23,18:00:00,Kia Center,Orlando,United States Of America,28.539293,-81.383957,Basketball,NBA,22.0,USD
Hamilton (Touring),vvG1HZbKEr0PqJ,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-23-2025/event/0F006139DE925766,2025-02-23,19:00:00,Paramount Theatre,Seattle,United States Of America,47.6135664,-122.3319103,Theatre,Musical,49.0,USD
Hamilton (Touring),G5viZbf2ggzZz,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-27-2025/event/1B006143F5D78038,2025-02-27,19:30:00,The Orpheum Theatre Memphis,Memphis,United States Of America,35.1401075,-90.0550287,Theatre,Musical,49.0,USD
Anaheim Ducks vs. Florida Panthers,vvG10ZbunWs0mk,https://www.ticketmaster.com/anaheim-ducks-vs-florida-panthers-anaheim-california-01-21-2025/event/090060DABDC64B86,2025-01-21,19:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,46.0,USD
Hamilton (Touring),G5dIZb4UMVwzO,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-16-2025/event/3A00615DB7D32E20,2025-03-16,19:00:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,49.0,USD
Washington Wizards vs. New Orleans Pelicans,1AvfZb8GkDlk0U5,https://www.ticketmaster.com/washington-wizards-vs-new-orleans-pelicans-washington-district-of-columbia-01-05-2025/event/1500610EEB1A4D8B,2025-01-05,18:00:00,Capital One Arena,Washington,United States Of America,38.897412,-77.020029,Basketball,NBA,30.0,USD
Disney On Ice presents Into the Magic,k7vGFbCTl_Avo,https://www.ticketmaster.com/disney-on-ice-presents-into-the-syracuse-new-york-12-28-2024/event/000060EFEB645051,2024-12-28,19:00:00,Upstate Medical University Arena at The Oncenter War Memorial,Syracuse,United States Of America,43.04488614,-76.14804737,Ice Shows,Ice Shows,15.0,USD
Los Angeles Lakers vs. Milwaukee Bucks,G5eYZb8BAaZJL,https://www.ticketmaster.com/los-angeles-lakers-vs-milwaukee-bucks-los-angeles-california-03-18-2025/event/2C00610E8524099F,2025-03-18,19:30:00,Crypto.com Arena,Los Angeles,United States Of America,34.043003,-118.267253,Basketball,NBA,145.0,USD
Chicago Blackhawks vs. Philadelphia Flyers,vvG18ZbCCrksrm,https://www.ticketmaster.com/chicago-blackhawks-vs-philadelphia-flyers-chicago-illinois-03-23-2025/event/040060E39E1B17AE,2025-03-23,14:00:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,35.0,USD
New York Yankees vs. Detroit Tigers,vvG1VZbKK1UKyQ,https://www.ticketmaster.com/new-york-yankees-vs-detroit-tigers-tampa-florida-02-23-2025/event/0D006134CAD93E5A,2025-02-23,13:05:00,George Steinbrenner Field,Tampa,United States Of America,27.98008,-82.507423,Baseball,MLB,50.0,USD
New York Yankees vs. Arizona Diamondbacks,G5vVZbownyVwH,https://www.ticketmaster.com/new-york-yankees-vs-arizona-diamondbacks-bronx-new-york-04-01-2025/event/1D00611CAAE74CBC,2025-04-01,19:05:00,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,10.0,USD
V-U2 An Immersive Concert Film at Sphere Las Vegas,1avjZbpavutZdCdG,https://www.ticketmaster.com/vu2-an-immersive-concert-film-at-las-vegas-nevada-01-04-2025/event/1700616241369D2B,2025-01-04,19:00:00,Sphere,Las Vegas,United States Of America,36.1207267,-115.1642896,Spectacular,Spectacular,78.0,USD
Washington Wizards vs. Milwaukee Bucks,1AvfZb8GkDlCVzw,https://www.ticketmaster.com/washington-wizards-vs-milwaukee-bucks-washington-district-of-columbia-02-21-2025/event/1500610EEB3B4E32,2025-02-21,19:00:00,Capital One Arena,Washington,United States Of America,38.897412,-77.020029,Basketball,NBA,74.0,USD
Hamilton (Touring),G5eVZb65_4p5n,https://www.ticketmaster.com/hamilton-touring-greensboro-north-carolina-12-29-2024/event/2D006072D95562EA,2024-12-29,13:00:00,Steven Tanger Center for the Performing Arts,Greensboro,United States Of America,36.075463,-79.789603,Theatre,Musical,90.0,USD
Pittsburgh Penguins vs. Seattle Kraken,17AOvOG6ul_Q4N5,https://www.ticketmaster.com/pittsburgh-penguins-vs-seattle-kraken-pittsburgh-pennsylvania-01-14-2025/event/160060DAD96958CB,2025-01-14,19:00:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,42.0,USD
New York Yankees vs. Kansas City Royals,G5vVZbownHfSt,https://www.ticketmaster.com/new-york-yankees-vs-kansas-city-bronx-new-york-04-14-2025/event/1D00611CAAF14CE9,2025-04-14,19:05:00,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,10.0,USD
Pittsburgh Penguins vs. Columbus Blue Jackets,17AOvOG6ul_94x0,https://www.ticketmaster.com/pittsburgh-penguins-vs-columbus-blue-jackets-pittsburgh-pennsylvania-01-07-2025/event/160060DAD95D58A4,2025-01-07,19:00:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,41.0,USD
New York Yankees vs. Toronto Blue Jays,G5vVZbownWVVc,https://www.ticketmaster.com/new-york-yankees-vs-toronto-blue-bronx-new-york-04-25-2025/event/1D00611CAAF74D2D,2025-04-25,19:05:00,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,15.0,USD
Boston Bruins vs. Carolina Hurricanes,vvG17ZbuE4eM8E,https://www.ticketmaster.com/boston-bruins-vs-carolina-hurricanes-boston-massachusetts-04-05-2025/event/010060D9D50B7427,2025-04-05,19:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,205.0,USD
Philadelphia 76ers vs. Minnesota Timberwolves,1AdZZb8GkDbq7tr,https://www.ticketmaster.com/philadelphia-76ers-vs-minnesota-timberwolves-philadelphia-pennsylvania-04-05-2025/event/3000610ED8744A5E,2025-04-05,19:00:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,56.0,USD
Brooklyn Nets v. Washington Wizards,1AdZZb8GkUEcxGZ,https://www.ticketmaster.com/brooklyn-nets-v-washington-wizards-brooklyn-new-york-02-05-2025/event/3000610DA7B62300,2025-02-05,19:30:00,Barclays Center,Brooklyn,United States Of America,40.68285,-73.97519,Basketball,NBA,26.0,USD
Disney On Ice presents Into the Magic,vv1AkZk70Gkdi3FMV,https://www.ticketmaster.com/disney-on-ice-presents-into-the-saint-louis-missouri-01-31-2025/event/06006124EC488DF4,2025-01-31,19:00:00,Enterprise Center,Saint Louis,United States Of America,38.626432,-90.202617,Ice Shows,Ice Shows,20.0,USD
Hamilton (Touring),G5dIZb4UMl3gN,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-04-2025/event/3A00615DB7AD2D63,2025-03-04,19:30:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,59.0,USD
Philadelphia 76ers vs. Portland Trail Blazers,1AdZZb8GkDbCfte,https://www.ticketmaster.com/philadelphia-76ers-vs-portland-trail-blazers-philadelphia-pennsylvania-03-03-2025/event/3000610ED8394A42,2025-03-03,19:00:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,23.0,USD
New York Yankees vs. Tampa Bay Rays,vvG1VZbKK1XKBQ,https://www.ticketmaster.com/new-york-yankees-vs-tampa-bay-tampa-florida-03-23-2025/event/0D006134CAF93E9A,2025-03-23,13:05:00,George Steinbrenner Field,Tampa,United States Of America,27.98008,-82.507423,Baseball,MLB,35.0,USD
Hamilton (Touring),G5viZbf2gIbZj,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-25-2025/event/1B006143F5A1801C,2025-02-25,19:30:00,The Orpheum Theatre Memphis,Memphis,United States Of America,35.1401075,-90.0550287,Theatre,Musical,49.0,USD
Colorado Avalanche vs. Pittsburgh Penguins,G5vzZbCkDveYp,https://www.ticketmaster.com/colorado-avalanche-vs-pittsburgh-penguins-denver-colorado-03-04-2025/event/1E0060E1BB042C16,2025-03-04,19:00:00,Ball Arena,Denver,United States Of America,39.74724,-105.010166,Hockey,NHL,70.0,USD
Hamilton (Touring),G5dIZb4UMiegl,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-05-2025/event/3A00615DB7B02D6B,2025-03-05,19:30:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,59.0,USD
St. Louis Blues v Anaheim Ducks,vvG1bZbCEln7LV,https://www.ticketmaster.com/st-louis-blues-v-anaheim-ducks-saint-louis-missouri-01-09-2025/event/060060E9EBA847F4,2025-01-09,19:00:00,Enterprise Center,Saint Louis,United States Of America,38.626432,-90.202617,Hockey,NHL,,
Hamilton (Touring),G5dIZb4UMRwU4,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-09-2025/event/3A00615DB7BF2D95,2025-03-09,19:00:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,59.0,USD
Chicago Blackhawks vs. Calgary Flames,vvG18ZbCCqzvQd,https://www.ticketmaster.com/chicago-blackhawks-vs-calgary-flames-chicago-illinois-01-13-2025/event/040060E39DE01683,2025-01-13,18:30:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,30.0,USD
Coachella Weekend 2 3 Day Pass,Z7r9jZ1A7aMA-,https://www.ticketmaster.com/event/Z7r9jZ1A7aMA-,2025-04-18,,Empire Polo Field,Indio,United States Of America,33.726898,-116.236099,Fairs & Festivals,,,
Pittsburgh Penguins vs. New Jersey Devils,17AOvOG6ul_x40c,https://www.ticketmaster.com/pittsburgh-penguins-vs-new-jersey-devils-pittsburgh-pennsylvania-03-15-2025/event/160060DAD989592D,2025-03-15,15:00:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,89.0,USD
New York Yankees vs. Toronto Blue Jays,G5vVZbownXfgv,https://www.ticketmaster.com/new-york-yankees-vs-toronto-blue-bronx-new-york-04-26-2025/event/1D00611CAAF94D41,2025-04-26,,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,15.0,USD
New York Yankees vs. Kansas City Royals,G5vVZbownWfV4,https://www.ticketmaster.com/new-york-yankees-vs-kansas-city-bronx-new-york-04-16-2025/event/1D00611CAAF54D15,2025-04-16,19:05:00,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,12.0,USD
Anaheim Ducks vs. Tampa Bay Lightning,vvG10ZbunBz7PG,https://www.ticketmaster.com/anaheim-ducks-vs-tampa-bay-lightning-anaheim-california-01-05-2025/event/090060DABAE0494C,2025-01-05,17:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,52.0,USD
Anaheim Ducks vs. Boston Bruins,vvG10ZbunDefEF,https://www.ticketmaster.com/anaheim-ducks-vs-boston-bruins-anaheim-california-03-26-2025/event/090060DABB0949C8,2025-03-26,19:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,52.0,USD
Orlando Magic v Chicago Bulls,1AeFZb8GkDOioWX,https://www.ticketmaster.com/orlando-magic-v-chicago-bulls-orlando-florida-11-27-2024/event/2200610EE0B11F7E,2024-11-27,19:00:00,Kia Center,Orlando,United States Of America,28.539293,-81.383957,Basketball,NBA,65.0,USD
Pittsburgh Penguins vs. Boston Bruins,17AOvOG6ul_zgsK,https://www.ticketmaster.com/pittsburgh-penguins-vs-boston-bruins-pittsburgh-pennsylvania-04-13-2025/event/160060DAD9E35C53,2025-04-13,15:30:00,PPG Paints Arena,Pittsburgh,United States Of America,40.4388401,-79.9908551,Hockey,NHL,73.0,USD
Detroit Red Wings vs. Columbus Blue Jackets,vvG1OZbC1JqenN,https://www.ticketmaster.com/detroit-red-wings-vs-columbus-blue-detroit-michigan-02-27-2025/event/080060E2A6742AA3,2025-02-27,19:00:00,Little Caesars Arena,Detroit,United States Of America,42.341089,-83.055434,Hockey,NHL,45.0,USD
New Jersey Devils vs. Detroit Red Wings,vvG1FZbC1bTSuD,https://www.ticketmaster.com/new-jersey-devils-vs-detroit-red-newark-new-jersey-04-16-2025/event/020060E298FF337B,2025-04-16,19:30:00,Prudential Center,Newark,United States Of America,40.73340555,-74.17121214,Hockey,NHL,32.0,USD
Hamilton (Touring),G5dIZb4UMc3gg,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-07-2025/event/3A00615DB7B52D75,2025-03-07,19:30:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,59.0,USD
Buffalo Sabres vs. Pittsburgh Penguins,k7vGFbulQuIcs,https://www.ticketmaster.com/buffalo-sabres-vs-pittsburgh-penguins-buffalo-new-york-03-27-2025/event/000060DADA368B71,2025-03-27,19:00:00,KeyBank Center,Buffalo,United States Of America,42.874941,-78.8762239,Hockey,NHL,20.0,USD
Tampa Bay Lightning vs. Washington Capitals,vvG1VZb8knpSe8,https://www.ticketmaster.com/tampa-bay-lightning-vs-washington-capitals-tampa-florida-11-27-2024/event/0D006101AA5B3090,2024-11-27,19:30:00,Amalie Arena,Tampa,United States Of America,27.942743,-82.451772,Hockey,NHL,44.25,USD
New York Yankees vs. St. Louis Cardinals,vvG1VZbKK1USyj,https://www.ticketmaster.com/new-york-yankees-vs-st-louis-tampa-florida-02-26-2025/event/0D006134CADB3E5C,2025-02-26,13:05:00,George Steinbrenner Field,Tampa,United States Of America,27.98008,-82.507423,Baseball,MLB,35.0,USD
New York Yankees vs. Pittsburgh Pirates,vvG1VZbKK1HdB1,https://www.ticketmaster.com/new-york-yankees-vs-pittsburgh-pirates-tampa-florida-03-16-2025/event/0D006134CAF03E8A,2025-03-16,13:05:00,George Steinbrenner Field,Tampa,United States Of America,27.98008,-82.507423,Baseball,MLB,33.0,USD
Atlanta Hawks vs Toronto Raptors,vvG1zZb8h0ePAy,https://www.ticketmaster.com/atlanta-hawks-vs-toronto-raptors-atlanta-georgia-01-25-2025/event/0E006106E40A5179,2025-01-25,19:30:00,State Farm Arena,Atlanta,United States Of America,33.757796,-84.394569,Basketball,NBA,31.0,USD
Chicago Blackhawks vs. Nashville Predators,vvG18ZbCCqXsqB,https://www.ticketmaster.com/chicago-blackhawks-vs-nashville-predators-chicago-illinois-02-07-2025/event/040060E39DFB177A,2025-02-07,19:30:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,40.0,USD
Anaheim Ducks vs. Chicago Blackhawks,vvG10ZbunYa75x,https://www.ticketmaster.com/anaheim-ducks-vs-chicago-blackhawks-anaheim-california-03-01-2025/event/090060DAB02442E2,2025-03-01,19:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,65.0,USD
New York Yankees vs. San Francisco Giants,G5vVZbownD7S7,https://www.ticketmaster.com/new-york-yankees-vs-san-francisco-bronx-new-york-04-11-2025/event/1D00611CAAEC4CC4,2025-04-11,19:05:00,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,30.0,USD
Detroit Red Wings vs. Los Angeles Kings,vvG1OZbC1Jb3Nx,https://www.ticketmaster.com/detroit-red-wings-vs-los-angeles-detroit-michigan-01-27-2025/event/080060E2A66128E2,2025-01-27,19:00:00,Little Caesars Arena,Detroit,United States Of America,42.341089,-83.055434,Hockey,NHL,45.0,USD
Anaheim Ducks vs. Nashville Predators,vvG10ZbunBy0Pi,https://www.ticketmaster.com/anaheim-ducks-vs-nashville-predators-anaheim-california-01-25-2025/event/090060DABAE6496C,2025-01-25,19:00:00,Honda Center,Anaheim,United States Of America,33.80780364,-117.87653112,Hockey,NHL,52.0,USD
Phoenix Suns vs. Washington Wizards,1A_Zk7FGkdxSK_d,https://www.ticketmaster.com/phoenix-suns-vs-washington-wizards-phoenix-arizona-01-25-2025/event/19006108E2CD3643,2025-01-25,19:00:00,Footprint Center,Phoenix,United States Of America,33.445899,-112.071313,Basketball,NBA,37.0,USD
Detroit Red Wings vs. Anaheim Ducks,vvG1OZbC1JhwtW,https://www.ticketmaster.com/detroit-red-wings-vs-anaheim-ducks-detroit-michigan-02-23-2025/event/080060E2A66F2A7D,2025-02-23,18:00:00,Little Caesars Arena,Detroit,United States Of America,42.341089,-83.055434,Hockey,NHL,60.0,USD
Philadelphia 76ers vs. Miami Heat,1AdZZb8GkDbpVt8,https://www.ticketmaster.com/philadelphia-76ers-vs-miami-heat-philadelphia-pennsylvania-03-29-2025/event/3000610ED85B4A50,2025-03-29,19:30:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,56.0,USD
Hamilton (Touring),G5dIZb4UMmeUk,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-08-2025/event/3A00615DB7B82D86,2025-03-08,14:00:00,Hobby Center,Houston,United States Of America,29.7617639,-95.368798,Theatre,Musical,59.0,USD
Broadway In Boise Presents HAMILTON,G5vzZb41blvK9,https://www.ticketmaster.com/broadway-in-boise-presents-hamilton-boise-idaho-01-26-2025/event/1E00615298AC14D7,2025-01-26,19:00:00,Morrison Center for the Performing Arts,Boise,United States Of America,43.606728,-116.207386,Theatre,Musical,69.0,USD
Philadelphia 76ers vs. Indiana Pacers,1AdZZb8GkDb3Vtk,https://www.ticketmaster.com/philadelphia-76ers-vs-indiana-pacers-philadelphia-pennsylvania-03-14-2025/event/3000610ED84B4A46,2025-03-14,19:00:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Basketball,NBA,56.0,USD
Brooklyn Nets v. Toronto Raptors (Kids Game),1AdZZb8GkUE5oyT,https://www.ticketmaster.com/brooklyn-nets-v-toronto-raptors-kids-brooklyn-new-york-04-06-2025/event/3000610DA72D1E7F,2025-04-06,15:30:00,Barclays Center,Brooklyn,United States Of America,40.68285,-73.97519,Basketball,NBA,40.0,USD
V-U2 An Immersive Concert Film at Sphere Las Vegas,1avjZbpavuyZdC7e,https://www.ticketmaster.com/vu2-an-immersive-concert-film-at-las-vegas-nevada-01-09-2025/event/1700616241379D31,2025-01-09,21:30:00,Sphere,Las Vegas,United States Of America,36.1207267,-115.1642896,Spectacular,Spectacular,78.0,USD
Boston Bruins vs. New Jersey Devils,vvG17ZbuE4AE8B,https://www.ticketmaster.com/boston-bruins-vs-new-jersey-devils-boston-massachusetts-04-15-2025/event/010060D9D516743A,2025-04-15,19:00:00,TD Garden,Boston,United States Of America,42.365841,-71.060724,Hockey,NHL,135.0,USD
Golden State Warriors vs. Toronto Raptors,G5vYZb8wAy3kE,https://www.ticketmaster.com/golden-state-warriors-vs-toronto-raptors-san-francisco-california-03-19-2025/event/1C00610C85E521A7,2025-03-19,19:00:00,Chase Center,San Francisco,United States Of America,37.76797,-122.387464,Basketball,NBA,75.0,USD
New York Yankees vs. Arizona Diamondbacks,G5vVZbownB0SZ,https://www.ticketmaster.com/new-york-yankees-vs-arizona-diamondbacks-bronx-new-york-04-03-2025/event/1D00611CAAEA4CC0,2025-04-03,19:05:00,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,10.0,USD
Colorado Avalanche vs. Chicago Blackhawks,G5vzZbCkD6xsK,https://www.ticketmaster.com/colorado-avalanche-vs-chicago-blackhawks-denver-colorado-03-10-2025/event/1E0060E1BB1E2C53,2025-03-10,19:00:00,Ball Arena,Denver,United States Of America,39.74724,-105.010166,Hockey,NHL,60.0,USD
Chicago Blackhawks vs. Carolina Hurricanes,vvG18ZbCCqBoQU,https://www.ticketmaster.com/chicago-blackhawks-vs-carolina-hurricanes-chicago-illinois-01-20-2025/event/040060E39DE916B6,2025-01-20,19:30:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,35.0,USD
Chicago Blackhawks vs. Edmonton Oilers,vvG18ZbCCqW-q8,https://www.ticketmaster.com/chicago-blackhawks-vs-edmonton-oilers-chicago-illinois-02-05-2025/event/040060E39DF61750,2025-02-05,20:30:00,United Center,Chicago,United States Of America,41.88124412,-87.67427375,Hockey,NHL,35.0,USD
Philadelphia Flyers vs. Pittsburgh Penguins,17GZvOG6C6upekc,https://www.ticketmaster.com/philadelphia-flyers-vs-pittsburgh-penguins-philadelphia-pennsylvania-02-25-2025/event/300060E1CD5821AD,2025-02-25,19:00:00,Wells Fargo Center,Philadelphia,United States Of America,39.904551,-75.1736273,Hockey,NHL,25.0,USD
New York Yankees vs. Milwaukee Brewers,G5vVZbownUVwS,https://www.ticketmaster.com/new-york-yankees-vs-milwaukee-brewers-bronx-new-york-03-30-2025/event/1D00611CAADB4CB3,2025-03-30,,Yankee Stadium,Bronx,United States Of America,40.8285237,-73.9276264,Baseball,MLB,10.0,USD
Nashville Predators vs. Chicago Blackhawks,G5viZboCQsv0d,https://www.ticketmaster.com/nashville-predators-vs-chicago-blackhawks-nashville-tennessee-03-08-2025/event/1B0061139AC41903,2025-03-08,19:00:00,Bridgestone Arena,Nashville,United States Of America,36.159949,-86.77857,Hockey,NHL,81.0,USD
New York Yankees vs. Atlanta Braves,vvG1VZbKK1WKB4,https://www.ticketmaster.com/new-york-yankees-vs-atlanta-braves-tampa-florida-03-19-2025/event/0D006134CAF53E95,2025-03-19,18:35:00,George Steinbrenner Field,Tampa,United States Of America,27.98008,-82.507423,Baseball,MLB,38.0,USD
Denver Broncos v Indianapolis Colts VIP Tailgate,G5vzZb1Ub-o08,https://www.ticketmaster.com/denver-broncos-v-indianapolis-colts-vip-denver-colorado-12-15-2024/event/1E0060AD98851910,2024-12-15,11:25:00,Empower Field At Mile High,Denver,United States Of America,39.743853,-105.020127,Football,NFL,135.0,USD
Hamilton (Touring),G5viZbf2gVIZU,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-26-2025/event/1B006143F5D28036,2025-02-26,19:30:00,The Orpheum Theatre Memphis,Memphis,United States Of America,35.1401075,-90.0550287,Theatre,Musical,49.0,USD
Portland Trail Blazers v Toronto Raptors - Womens History Night,vvG1HZbClar7E6,https://www.ticketmaster.com/portland-trail-blazers-v-toronto-raptors-portland-oregon-03-16-2025/event/0F0060EAC97849C7,2025-03-16,15:00:00,Moda Center,Portland,United States Of America,45.53118896,-122.66645813,Basketball,NBA,18.0,USD
Disney On Ice presents Into the Magic,k7vGFbfKawbus,https://www.ticketmaster.com/disney-on-ice-presents-into-the-buffalo-new-york-01-26-2025/event/00006144C9C98371,2025-01-26,15:00:00,KeyBank Center,Buffalo,United States Of America,42.874941,-78.8762239,Ice Shows,Ice Shows,23.0,USD
New York Yankees vs. Toronto Blue Jays,vvG1VZbKK1ySym,https://www.ticketmaster.com/new-york-yankees-vs-toronto-blue-tampa-florida-03-07-2025/event/0D006134CAE73E6E,2025-03-07,18:35:00,George Steinbrenner Field,Tampa,United States Of America,27.98008,-82.507423,Baseball,MLB,35.0,USD
